,open,high,low,close,volume,000001.SS,AAPL,CL=F,GC=F,HG=F,NVDA,^DJI,^GSPC,^N100,^N225,open_ch,high_ch,low_ch,close_ch,volume_ch,000001.SS_ch,AAPL_ch,CL=F_ch,GC=F_ch,HG=F_ch,NVDA_ch,^DJI_ch,^GSPC_ch,^N100_ch,^N225_ch
2014-09-29,-0.8684376147692999,-0.8689171487943382,-0.867480080231414,-0.8684356893236796,-0.9126575279460246,-2.3383645902919175,-1.0616664575676482,1.7795099781612296,-0.9525037232221772,-0.2202142096124204,-0.6179549168213423,-1.3968304682376451,-1.2284202708975078,-1.4026708291690169,-1.302349573424257,-1.6209773757098251,-1.281235289524469,-0.21535941264213507,-0.18355912867468327,0.8194369794203094,0.381367609910298,-0.4776708977205906,0.19892688557321747,0.3327616772047353,0.6780619902402388,-0.13612062599002858,-0.29976902087466034,-0.3102412872688842,-0.6211840436975263,0.43867029726726364
2014-09-30,-0.8684755785459602,-0.8686621532386706,-0.8674244540516353,-0.8679176608868115,-0.9125488907630462,-2.3207554583666505,-1.0592204108646368,1.5909064580589178,-0.970302780953415,-0.281960908476454,-0.6180094884241067,-1.4006542359085918,-1.233464091033637,-1.360085700233586,-1.3239310272252798,-0.11916414493400193,0.4038892135701224,0.031907916634100364,0.7869005574266644,0.026612052491586095,0.22843545292101863,0.3833785829811689,-0.5959336730513266,-0.7757514734553258,-1.3665388797879212,-0.22199477594493444,-0.21295119924978667,-0.33604081126125174,1.066395617404935,-0.8163378505510273
2014-10-01,-0.8679631110073291,-0.8686443748092495,-0.8670851950329589,-0.8680679199608221,-0.9129657151536926,-2.3207554583666505,-1.0652208737390831,1.5671235649343607,-0.9598776806461626,-0.2455629327069024,-0.6181498160664675,-1.4328142316861745,-1.2573832945180485,-1.4064685638529073,-1.3382960176622372,0.7779396518643455,-0.02806312950786571,0.49208034649738464,-0.29575105991170314,-0.776521204614834,-0.014565045692005688,-1.1012845937526488,-0.06667783255293559,0.40881034280747464,0.7993379331195956,-0.45933080265615417,-1.5644895956417175,-1.4648620278359594,-1.1914811924671678,-0.5571927888504843
2014-10-02,-0.8681185369847344,-0.8689045002374011,-0.867447434070349,-0.8684535190294503,-0.9131845874144932,-2.3207554583666505,-1.0624690639084011,1.5826100214853673,-0.9608948317375631,-0.2936603906573534,-0.6182121840107782,-1.4333084206941298,-1.2573741316563543,-1.5145269107117958,-1.4044410655392197,-0.3033586372897179,-0.5256103993038057,-0.6354367397933902,-0.6734818528660914,-0.5847874905389361,-0.014565045692005688,0.441923025797382,0.06509270562841371,-0.07302140527139168,-1.0738631367146931,-0.2457859088215242,-0.054814066862532686,-0.034909973658271864,-2.779149233705963,-2.478409924619557
2014-10-03,-0.8685165711492708,-0.8692495364593752,-0.868145048736087,-0.8691558391840619,-0.9127360214573502,-2.3207554583666505,-1.0635392056960715,1.5123673367334989,-1.0168347274643104,-0.29626037889586476,-0.6181810005032993,-1.4051383287000936,-1.2374826763399334,-1.472852891952806,-1.3970971832036982,-0.6928934769350438,-0.6870460311848398,-1.192743444959959,-1.2045908110245818,0.9292408599880247,-0.014565045692005688,-0.2378692193362598,-0.22267323120621116,-2.379469729316478,-0.06995851380776759,0.015430340786665013,1.3317362029554156,1.1691902815430641,1.0720134738669882,0.25131866952720516
2014-10-04,-0.8692075601581385,-0.8698336482223316,-0.86962346333641,-0.8705390849483197,-0.9119328801760747,-2.3207554583666505,-1.0635392056960715,1.5123673367334989,-1.0168347274643104,-0.29626037889586476,-0.6181810005032993,-1.4051383287000936,-1.2374826763399334,-1.472852891952806,-1.3970971832036982,-1.1865020673260396,-1.1435096211628624,-2.5633460909445374,-2.4140349370078646,1.2113685738430267,-0.014565045692005688,-0.04851793657022611,0.012978139757343873,-0.030321072432964443,-0.011840219917533038,-0.07189579952457024,-0.030914244270002285,-0.035464892609514624,-0.0199945282035469,-0.02803869195299195
2014-10-05,-0.8706075263166625,-0.8708369155092718,-0.8713153642155901,-0.8709162430066758,-0.9101593842605362,-2.3207554583666505,-1.0635392056960715,1.5123673367334989,-1.0168347274643104,-0.29626037889586476,-0.6181810005032993,-1.4051383287000936,-1.2374826763399334,-1.472852891952806,-1.3970971832036982,-2.442159092468204,-1.9885287004499412,-3.2062428559243275,-0.7602354698966373,1.8158082528949058,-0.014565045692005688,-0.04851793657022611,0.012978139757343873,-0.030321072432964443,-0.011840219917533038,-0.07189579952457024,-0.030914244270002285,-0.035464892609514624,-0.0199945282035469,-0.02803869195299195
2014-10-06,-0.8709929045097317,-0.8706895163634699,-0.8707020439556173,-0.8704843340873051,-0.9103706159290197,-2.3207554583666505,-1.0635392056960715,1.5455526610534105,-0.9799652507353178,-0.24946276010053497,-0.6182667556135426,-1.4075388636731023,-1.240302155928635,-1.4657639726458078,-1.3684048593237605,-0.7757053644776627,0.24223189787168753,1.2266218898138177,0.7672296959134414,-0.28090493778140285,-0.014565045692005688,-0.04851793657022611,0.1258843952458403,1.546552712049407,1.0349392754442064,-0.3115170637807621,-0.1456091939228163,-0.20433115813231492,0.16390052181228265,1.0601600246200278
2014-10-07,-0.8705321394282082,-0.8709498631278717,-0.8698733408773247,-0.8702086417108463,-0.9118363476611128,-2.3207554583666505,-1.0668643141013416,1.463142347564533,-0.9672516380701479,-0.24426309355178005,-0.6184148795974495,-1.4443340569922178,-1.2675075862370846,-1.5349332443684718,-1.3852645871861644,0.8242347146268598,-0.5884577856849955,1.6018567220032291,0.4534981572861692,-1.1187017072012715,-0.014565045692005688,-0.6385174898477979,-0.2655438508555248,0.5068946812568347,0.1030854309677884,-0.48830391554410935,-1.7907880541104115,-1.6674260449930112,-1.8112772581803152,-0.6601332521643907
2014-10-08,-0.8702821205463633,-0.8702813277807656,-0.8695632594973922,-0.869452474302064,-0.9115641450453265,-2.2666521194657743,-1.0590293016200485,1.3779664145597077,-0.9835248139688181,-0.28911064368615935,-0.6181576124080137,-1.4072268969727761,-1.2365764469699125,-1.5689611078475585,-1.4148303996243434,0.4062278361531921,1.3208329078146785,0.5279011875369015,1.319377015816899,0.14115881667506475,0.7300987384500842,1.3539566867397574,-0.27971831871166397,-0.7151093026373737,-1.0017767633040149,0.6590011006165338,1.7728090532957925,1.8484855922137333,-0.9160838818798487,-1.1440247773849177
2014-10-09,-0.8695304350099936,-0.869027044941829,-0.868615396167318,-0.8689069574838331,-0.9101430115908089,-2.2478480123599116,-1.0581884967577195,1.2927904815548823,-0.9344504553158228,-0.2527123579883394,-0.6184304713511889,-1.452454157276617,-1.2738146521226692,-1.5875952889425946,-1.4332531232898014,1.313598507065436,2.420093112049068,1.697663907846191,0.8885178889622415,1.2099380528269725,0.2421941485479015,0.09892605948572526,-0.28488098995915195,2.0457323137120738,0.8008320340461585,-0.8330794102273023,-2.1937904795744325,-2.2646403813551235,-0.5148135890109188,-0.7317953462374105
2014-10-10,-0.8689908487147159,-0.8693657582349458,-0.8683714368455304,-0.8690633090167917,-0.9121084421117096,-2.2902500872844453,-1.059296837066966,1.2955561010708303,-0.9436041943565583,-0.2475126914395851,-0.6192568454516135,-1.468001596626686,-1.2940264723717472,-1.6463334617625904,-1.4613284872765875,0.8803425910640464,-0.6800110154363378,0.36670494886334015,-0.32024973585490973,-1.3775220099409002,-0.5919470975257737,-0.2424538330535678,0.02282312412731753,-0.41146002807487597,0.10318030986206148,-2.422248901779232,-0.7893801583190476,-1.2709231615155412,-1.5869313197703765,-1.1086408412629538
2014-10-11,-0.8691411232041711,-0.869714065914668,-0.8682332745101135,-0.8690300436124065,-0.9135991796689579,-2.2902500872844453,-1.059296837066966,1.2955561010708303,-0.9436041943565583,-0.2475126914395851,-0.6192568454516135,-1.468001596626686,-1.2940264723717472,-1.6463334617625904,-1.4613284872765875,-0.3100343858946128,-0.7105967295017371,0.17862410514429058,-0.001620353558036774,-1.9341998256773836,-0.014565045692005688,-0.04851793657022611,0.012978139757343873,-0.030321072432964443,-0.011840219917533038,-0.07189579952457024,-0.030914244270002285,-0.035464892609514624,-0.0199945282035469,-0.02803869195299195
2014-10-12,-0.8690849009542889,-0.8691726747472399,-0.8682243492034899,-0.8682965793255736,-0.9133923088275839,-2.2902500872844453,-1.059296837066966,1.2955561010708303,-0.9436041943565583,-0.2475126914395851,-0.6192568454516135,-1.468001596626686,-1.2940264723717472,-1.6463334617625904,-1.4613284872765875,0.037962497423928855,0.9731419731279594,-0.04348850570411476,1.1817354949124521,0.6626580359351937,-0.014565045692005688,-0.04851793657022611,0.012978139757343873,-0.030321072432964443,-0.011840219917533038,-0.07189579952457024,-0.030914244270002285,-0.035464892609514624,-0.0199945282035469,-0.02803869195299195
2014-10-13,-0.8683927368268848,-0.8683857960356275,-0.8676346580754399,-0.8677610379963098,-0.9125236145249176,-2.3146402845598777,-1.0628130547168246,1.2911312786350306,-0.9224994731760027,-0.2416631053132687,-0.6193036207128318,-1.4981146900137936,-1.3227606479343592,-1.6513464220956553,-1.4613284872765875,1.1128080615390863,1.393129318551123,0.9451454758789216,0.8083515287336889,2.44069730462412,-0.34875669360798167,-0.6655522622867265,-0.002764056837672604,0.8510179792177089,0.11738631254663784,-0.21330196135249407,-1.510175481439445,-1.8122021051650035,-0.15569280963268947,-0.02803869195299195
2014-10-14,-0.8677703543276862,-0.8677457860725829,-0.8665976461016898,-0.867289093508473,-0.9123628368040371,-2.3333208457504564,-1.0668643141013416,1.0754260375941653,-0.911565952518517,-0.17861625736584552,-0.6189995773328248,-1.4989085832947167,-1.3200511226859906,-1.6453713566135872,-1.5186250637811627,0.9521881387984745,1.0689824796396667,1.6455953146624802,0.682273544929402,0.09053025465535676,-0.27144682238106743,-0.7659956717013339,-0.7551527352035426,0.42318299842682644,1.37889948640794,0.8505414962284766,-0.07044600270583654,0.1348800067830131,0.14195098681643759,-2.259056288226771
2014-10-15,-0.8673517114528552,-0.8681646325355831,-0.866715927228408,-0.8675642886256779,-0.9130130275908669,-2.292737757578628,-1.071488872060447,1.072107631754462,-0.8848673659216604,-0.2832610575598436,-0.6187968826755065,-1.5223275780305732,-1.3339742027728725,-1.7815328783211768,-1.497060978307974,0.5978131584796145,-0.7727516209991244,-0.24193982881832968,-0.47833821557129136,-1.0319156934906004,0.5450501120993039,-0.8763181726460106,0.0005981042420653382,1.0732313730998553,-2.28389206406665,0.5290995780331917,-1.1974787118004138,-0.9094139162911431,-3.704928667522934,0.8320896860260505
2014-10-16,-0.8676426319077014,-0.8683158780735394,-0.8674417007073749,-0.8681157188344275,-0.9129283194977489,-2.3418294599160268,-1.0763809654664698,1.1229918238432794,-0.8940211049623958,-0.3170593550191516,-0.6187890863339602,-1.5256355326281148,-1.3337270289915548,-1.8118640698801778,-1.5498088973442063,-0.50222833619443,-0.3233867813401636,-1.1905083182859513,-0.9133145988266568,0.027113541904751952,-0.687460417782971,-0.9350703341521,0.2029519689107165,-0.4054860631356739,-0.7653317690844449,-0.04912405043566782,-0.19746316718800344,-0.01982313939921087,-0.8698516934266156,-2.1128752887474738
2014-10-17,-0.868174217190503,-0.8689053410452299,-0.8673344714385974,-0.8680614652326669,-0.913586617757186,-2.385614969891927,-1.0709920288473647,1.1257574433592274,-0.8996149703786969,-0.2878108045310376,-0.6188124744292459,-1.490102710056642,-1.3117576154303856,-1.6986916999244197,-1.5822109730878977,-0.8834600523332713,-1.095548378745269,0.11556524193325539,0.028883502121903444,-1.4241883535750732,-0.6191020979196807,0.9410591533360924,0.023188590876126024,-0.26025036530005435,0.6459122950491516,-0.14016918290157357,1.760812062980791,1.3546110706588759,3.1761681189537043,-1.3378370620075306
2014-10-18,-0.868119079028848,-0.8684772524441688,-0.8671688417366307,-0.8677146386113527,-0.9136939913740879,-2.385614969891927,-1.0709920288473647,1.1257574433592274,-0.8996149703786969,-0.2878108045310376,-0.6188124744292459,-1.490102710056642,-1.3117576154303856,-1.6986916999244197,-1.5822109730878977,0.030894859390957582,0.7181897116683678,0.2088075621899828,0.4954643208509466,-0.5612559492473269,-0.014565045692005688,-0.04851793657022611,0.012978139757343873,-0.030321072432964443,-0.011840219917533038,-0.07189579952457024,-0.030914244270002285,-0.035464892609514624,-0.0199945282035469,-0.02803869195299195
2014-10-19,-0.8677901492821868,-0.868531161317227,-0.8668226936512451,-0.8678002167912137,-0.9139645139878185,-2.385614969891927,-1.0709920288473647,1.1257574433592274,-0.8996149703786969,-0.2878108045310376,-0.6188124744292459,-1.490102710056642,-1.3117576154303856,-1.6986916999244197,-1.5822109730878977,0.467745468560546,-0.15551036990367587,0.49506723266083486,-0.19183466479433925,-1.3878146818600556,-0.014565045692005688,-0.04851793657022611,0.012978139757343873,-0.030321072432964443,-0.011840219917533038,-0.07189579952457024,-0.030914244270002285,-0.035464892609514624,-0.0199945282035469,-0.02803869195299195
2014-10-20,-0.8678815795730067,-0.8687016442144003,-0.8672020876218561,-0.8681026743880702,-0.9134480532329337,-2.341174736364976,-1.0630041348022363,1.1235450321413276,-0.8851215760967769,-0.3014600454446197,-0.6186955348821708,-1.487502284332283,-1.2959670994332952,-1.7298329388960572,-1.4911256212491943,-0.20067914985151517,-0.36314540849805493,-0.6538767610796526,-0.5334143257922307,4.419663017507378,0.6030253671022093,1.3971333246115323,0.004815026120001316,0.5664713165549574,-0.31648817825684855,0.27005629180025814,0.09810435539384081,0.9509432179666404,-0.8741849763689863,3.706089953085777
2014-10-21,-0.8681893585652597,-0.8685883429976444,-0.86708269735822,-0.8679388295300658,-0.9135576983188135,-2.3899809568981323,-1.0526466494156024,1.1290758491989308,-0.8673225183655391,-0.2488128405229741,-0.6181108362174424,-1.4584543080226204,-1.2618504130785082,-1.641776056517746,-1.5394367778849003,-0.5421790997964115,0.14358620651669682,0.13266974594241074,0.2041075179116803,-0.49760356606334866,-0.6883564822294322,1.7867112308699014,0.033395014783528285,0.6992299832300037,1.1673592461586737,1.6232706623424158,1.4085915488817742,2.076441140963682,2.4146283026012076,-1.932749144121211
2014-10-22,-0.8680222710535523,-0.8687683352559126,-0.8670172695689855,-0.8680885472664398,-0.9136829536081671,-2.4274453832084535,-1.0506592474040968,1.0024181553006426,-0.883087273913976,-0.2598620931980448,-0.6184460631049283,-1.479178337674805,-1.274821561229113,-1.6225342625981225,-1.4778199451081018,0.2104355331556823,-0.38111303368881755,0.04546706799958782,-0.2951818948997783,-0.610062572355178,-0.5355517886611326,0.2943141067138169,-0.4540110179034855,-0.6728741234310572,-0.2560160882944094,-1.004001952236537,-1.0446189295957236,-0.8229950765518066,0.5002765586544181,2.451628702816449
2014-10-23,-0.8681649072725208,-0.8689243570681967,-0.8682103396471013,-0.8692052634480264,-0.9129545298897863,-2.4964475218930953,-1.0436268412635563,1.0892532912253197,-0.9245337753588035,-0.22411403700605353,-0.618134224312728,-1.4499360084842123,-1.2531176471726502,-1.5870380529696897,-1.4867612524983127,-0.2838857657070822,-0.3412548245562406,-1.950961456807823,-1.8426716139134882,3.1250494553640165,-0.9795252010569314,1.1584655234969101,0.3422462970387633,-1.7280460540868294,0.780372615454274,0.8160200210267982,1.4127956684233764,1.2919556507965482,0.9351704692746158,-0.37859653375827307
2014-10-24,-0.8692663588416193,-0.8698399279636279,-0.8683556238833132,-0.8692085128512954,-0.913489023256728,-2.4968418916226724,-1.042136282465133,1.0295198762391957,-0.9176685486759855,-0.22281388792266396,-0.6179861003288212,-1.4327198241809194,-1.2405218411248693,-1.603646961002915,-1.46273086447268,-1.8206344675014978,-1.7259650441730552,-0.3057986414546559,-0.06351147717611225,-1.2051021560905413,-0.020137919159285422,0.20281878304297488,-0.20919169951452865,0.25462244419402036,0.016712604796338668,0.340641938524412,0.8080204786002566,0.7255370274606813,-0.46300331052226007,0.9176454407370592
2014-10-25,-0.8692654554347633,-0.870038229048551,-0.8688378077527985,-0.8697083520680846,-0.9133640531301466,-2.4968418916226724,-1.042136282465133,1.0295198762391957,-0.9176685486759855,-0.22281388792266396,-0.6179861003288212,-1.4327198241809194,-1.2405218411248693,-1.603646961002915,-1.46273086447268,-0.05587396089449823,-0.4412710895362672,-0.8861115833832496,-0.9121059194887248,0.2711903407813608,-0.014565045692005688,-0.04851793657022611,0.012978139757343873,-0.030321072432964443,-0.011840219917533038,-0.07189579952457024,-0.030914244270002285,-0.035464892609514624,-0.0199945282035469,-0.02803869195299195
2014-10-26,-0.8697682061775154,-0.870066531746751,-0.8687890720508448,-0.8693728535911043,-0.9137010860271942,-2.4968418916226724,-1.042136282465133,1.0295198762391957,-0.9176685486759855,-0.22281388792266396,-0.6179861003288212,-1.4327198241809194,-1.2405218411248693,-1.603646961002915,-1.46273086447268,-0.9168769753000321,-0.11502987516456982,0.027482911811509022,0.5336360787956514,-1.1208757415512347,-0.014565045692005688,-0.04851793657022611,0.012978139757343873,-0.030321072432964443,-0.011840219917533038,-0.07189579952457024,-0.030914244270002285,-0.035464892609514624,-0.0199945282035469,-0.02803869195299195
2014-10-27,-0.8694387330074934,-0.8700925805941095,-0.8685172770613171,-0.8694502621182362,-0.9136145292926571,-2.530701150405088,-1.042556699475886,1.0289666679411476,-0.92300820391717,-0.18771575130823356,-0.617978304916628,-1.4310281366216695,-1.2432222035115434,-1.6271930396672114,-1.447451347039148,0.5238507571078692,-0.11073190545396777,0.42041813472897643,-0.19159661375999507,0.2534208067793511,-0.4930618880329413,-0.11914552879407676,0.010893130271855822,-0.25145922987921726,0.7587040464718692,-0.05040814024869787,0.05089524499981666,-0.19747022762151697,-0.650625754823213,0.5672627604974572
2014-10-28,-0.8695093283914929,-0.8700327887654722,-0.868384570099087,-0.8692413264522587,-0.9138695592096424,-2.395086823396996,-1.0363269288352752,1.0521963527676566,-0.9227539937420534,-0.14806786772260916,-0.617635281687596,-1.405670227968528,-1.2217836772175714,-1.5888105145917693,-1.4567074361586,-0.17940630193894666,0.056892278770081794,0.17130892361647873,0.304495501957286,-1.1719148649734852,1.9118372891334847,0.9991422558845798,0.10054026450599214,-0.019775144999044144,0.8509538310670186,0.8731190403100092,1.1944728180987867,1.252650611829138,1.0140387436525828,-0.3863878566982729
2014-10-29,-0.8693342426258035,-0.8701279147670901,-0.8691861769342515,-0.8702355432987404,-0.91336084750726,-2.2945672143241542,-1.034033763696099,1.095337316580971,-0.9352130858411725,-0.14351812075141515,-0.6177288331393854,-1.4099151374995091,-1.2243010058547887,-1.5855190209082215,-1.4214518824835787,0.24646534491815675,-0.24507395037640964,-1.4366788213343675,-1.7603727321322113,3.243573725632935,1.3843456976846373,0.33123449613018385,0.17475512875599497,-0.5471453672698094,0.08619725794142936,-0.3236356207316483,-0.2337783873928299,-0.1849319314509697,0.06783781913712617,1.3421150115891112
2014-10-30,-0.8703005141858018,-0.870433945873396,-0.8691987076414163,-0.8697970901169998,-0.9127715832216733,-2.2429738817021447,-1.0354096394522634,1.035603901594847,-1.0018326024412232,-0.19551540609549983,-0.6178223855205278,-1.38006126918968,-1.2129959341415468,-1.562681926892757,-1.4050375830642123,-1.7163120946931454,-0.6591539874765965,-0.08134463604731575,0.7420881758010505,1.5461437637559121,0.6928106326475659,-0.27509193322356956,-0.20889439028303364,-2.804871797683516,-1.131012233852051,-0.3252441284149085,1.3984440682781578,0.636707862192056,0.5889099244583437,0.6006912226503426
2014-10-31,-0.8698801996634753,-0.870560779642479,-0.8691029916654043,-0.8701123208026706,-0.9136385026319132,-2.159770942755114,-1.0315112616315816,1.003524571896739,-1.0704861108331405,-0.20981456658664277,-0.6171597271577494,-1.3537192018504713,-1.1915757335709636,-1.4853602588898471,-1.2861194090203356,0.710132497179716,-0.3131704261228102,0.11449454900338364,-0.6169817296398409,-1.65104191811394,1.1175878340808187,0.5956123854411957,-0.10776301392825044,-2.9521093034340575,-0.32361794447053205,1.7341651185684666,1.214086789197085,1.2302439135421017,2.030068181536109,4.496640056604151
2014-11-01,-0.8701675961419594,-0.8708931686571272,-0.8698468457694727,-0.8706797748809529,-0.9134353585729749,-2.159770942755114,-1.0315112616315816,1.003524571896739,-1.0704861108331405,-0.20981456658664277,-0.6171597271577494,-1.3537192018504713,-1.1915757335709636,-1.4853602588898471,-1.2861194090203356,-0.5680960505918927,-0.7290680938468829,-1.396328548977837,-1.085041369636291,0.6988161909851983,-0.014565045692005688,-0.04851793657022611,0.012978139757343873,-0.030321072432964443,-0.011840219917533038,-0.07189579952457024,-0.030914244270002285,-0.035464892609514624,-0.0199945282035469,-0.02803869195299195
2014-11-02,-0.8707359245677304,-0.8714008168432765,-0.86986668182247,-0.8706733201527976,-0.9138323041684449,-2.159770942755114,-1.0315112616315816,1.003524571896739,-1.0704861108331405,-0.20981456658664277,-0.6171597271577494,-1.3537192018504713,-1.1915757335709636,-1.4853602588898471,-1.2861194090203356,-1.086249608649388,-1.1044452123522055,-0.09614793296936892,-0.04582604354206319,-1.3933890107492601,-0.014565045692005688,-0.04851793657022611,0.012978139757343873,-0.030321072432964443,-0.011840219917533038,-0.07189579952457024,-0.030914244270002285,-0.035464892609514624,-0.0199945282035469,-0.02803869195299195
2014-11-03,-0.8707587938640358,-0.871181818119729,-0.8696421902524892,-0.8705983042553725,-0.9136186838192508,-2.1289137799141353,-1.0261605235340527,0.9061805881806109,-1.0748086149829246,-0.1857659925755509,-0.6169024599683136,-1.3569973574309913,-1.191795418767198,-1.5185777658958577,-1.2861194090203356,-0.10041473280735554,0.40640120148086967,0.3657972680293644,0.08299586369400105,1.1506079960236653,0.40026333695897637,0.8272365320768548,-0.35604659609680883,-0.21852145670565548,0.5143972184339296,0.5987787818289348,-0.1841110277977335,-0.048295459197088775,-0.8842937054662,-0.02803869195299195
